group_type,problem_family,base_setting,target_relative_update_norm,metric,n_pairs,muon_higher_pairs,muon_win_rate,geomean_ratio_muon_over_adam,ratio_ci95_low,ratio_ci95_high,ratio_ci95_above_one,ratio_ci95_below_one,mean_delta_muon_minus_adam,delta_ci95_low,delta_ci95_high
setting_all_targets,MatrixSensing,Matrix sensing kappa=1e+05,,update_grad_inner,150,129,0.86,1.1128637658606302,1.0386273870907705,1.192406224559981,True,False,0.00019756759538532167,6.263875597835436e-05,0.000332496434792289
setting_all_targets,MatrixSensing,Matrix sensing kappa=1e+05,,delta_loss,150,130,0.8666666666666667,0.9739383115066759,0.8936205722544249,1.0614749302687372,False,False,0.00017561381407738604,7.064018771677333e-05,0.00028058744043799874
setting_all_targets,MatrixSensing,Matrix sensing kappa=1e+05,,update_grad_cosine,150,137,0.9133333333333333,1.1692646221565555,1.0677852097812943,1.2803883628496229,True,False,0.08356030885801613,0.04593460311742903,0.12118601459860323
setting_all_targets,SmallMLPDigits,Small MLP digits hidden=16,,update_grad_inner,300,150,0.5,1.00906614761898,0.9974539267562407,1.020813556353307,False,False,-0.0005862824220937128,-0.0009535426292488471,-0.00021902221493857847
setting_all_targets,SmallMLPDigits,Small MLP digits hidden=16,,delta_loss,300,161,0.5366666666666666,1.010786553850596,0.9985890709380797,1.0231330255651438,False,False,-0.0007537833689377349,-0.0011830109721964544,-0.0003245557656790154
setting_all_targets,SmallMLPDigits,Small MLP digits hidden=16,,update_grad_cosine,300,188,0.6266666666666667,1.0503234087966276,1.0381569808881432,1.0626324181940172,True,False,0.03048954819808535,0.023014968562224118,0.03796412783394658
setting_all_targets,SmallMLPDigits,Small MLP digits hidden=64,,update_grad_inner,300,0,0.0,0.6046914187203296,0.5817572047438199,0.6285297524334431,False,True,-0.0111024972150715,-0.015627779440984722,-0.006577214989158277
setting_all_targets,SmallMLPDigits,Small MLP digits hidden=64,,delta_loss,300,0,0.0,0.5996124482258902,0.5762101993873787,0.6239651579401063,False,True,-0.011628341123508974,-0.01618017626992878,-0.007076505977089167
setting_all_targets,SmallMLPDigits,Small MLP digits hidden=64,,update_grad_cosine,300,0,0.0,0.7341589344147941,0.7299495648392583,0.7383925779855165,False,True,-0.16266975703731154,-0.16611317646611762,-0.15922633760850546
all,All,All,,update_grad_inner,1500,428,0.2853333333333333,0.6180652920752119,0.5978731950964974,0.6389393409857772,False,True,-0.00230021735459936,-0.003234284459304569,-0.0013661502498941514
all,All,All,,delta_loss,1500,460,0.30666666666666664,0.6167713428038143,0.5958470170825454,0.638430466878247,False,True,-0.002442523016872312,-0.0033850919716671576,-0.0014999540620774664
all,All,All,,update_grad_cosine,1500,477,0.318,0.7005059624194353,0.6823914213481163,0.7191013662155176,False,True,-0.14270563706078454,-0.15417229869748944,-0.13123897542407964
