run_id,problem_family,base_setting,setting,target_relative_update_norm,algo,seed,final_step,final_loss,recovery_error,initial_loss,total_loss_decrease
286,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-01,0.1,Adam,3,10,2.293111419838023,0.703125,2.3026929964434295,0.009581576605406372
287,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-01,0.1,Muon,3,10,2.2940287342109453,0.466796875,2.3026929964434295,0.008664262232484177
288,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-01,0.1,Adam,4,10,2.2921295347536454,0.7470703125,2.3027054241295115,0.010575889375866065
289,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-01,0.1,Muon,4,10,2.2934029922177355,0.4033203125,2.3027054241295115,0.009302431911776043
290,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-01,0.3,Adam,0,10,2.091779575152906,0.4990234375,2.302579040308706,0.21079946515579984
291,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-01,0.3,Muon,0,10,2.138271921051359,0.169921875,2.302579040308706,0.16430711925734665
292,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-01,0.3,Adam,1,10,2.0208816493968036,0.658203125,2.3025328074664575,0.2816511580696539
293,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-01,0.3,Muon,1,10,2.1155007551466936,0.1865234375,2.3025328074664575,0.18703205231976394
294,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-01,0.3,Adam,2,10,2.0487550894853306,0.55078125,2.302489903378648,0.2537348138933173
295,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-01,0.3,Muon,2,10,2.11613897973526,0.2392578125,2.302489903378648,0.186350923643388
296,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-01,0.3,Adam,3,10,2.066277934204086,0.6962890625,2.3026929964434295,0.2364150622393435
297,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-01,0.3,Muon,3,10,2.1272534644864125,0.33203125,2.3026929964434295,0.175439531957017
298,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-01,0.3,Adam,4,10,2.0568523739859907,0.607421875,2.3027054241295115,0.24585305014352077
299,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-01,0.3,Muon,4,10,2.114441685931647,0.4130859375,2.3027054241295115,0.18826373819786468
300,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-03,0.001,Adam,0,10,2.3023308598603816,0.9326171875,2.3026985408830147,0.0003676810226331817
301,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-03,0.001,Muon,0,10,2.3023875159398535,0.9453125,2.3026985408830147,0.0003110249431612644
302,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-03,0.001,Adam,1,10,2.302657625830339,0.92578125,2.3028649017923835,0.00020727596204439536
303,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-03,0.001,Muon,1,10,2.302714818486211,0.9248046875,2.3028649017923835,0.00015008330617227728
304,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-03,0.001,Adam,2,10,2.302058940800465,0.86328125,2.302544621857513,0.0004856810570483816
305,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-03,0.001,Muon,2,10,2.3021293145374897,0.8740234375,2.302544621857513,0.0004153073200234836
306,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-03,0.001,Adam,3,10,2.3021984584404716,0.8603515625,2.30239590189129,0.00019744345081829096
307,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-03,0.001,Muon,3,10,2.30226036856275,0.86328125,2.30239590189129,0.00013553332853977196
308,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-03,0.001,Adam,4,10,2.302626621471332,0.8251953125,2.302424395280005,-0.0002022261913268153
309,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-03,0.001,Muon,4,10,2.3026876461598302,0.83984375,2.302424395280005,-0.00026325087982526085
310,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-03,0.003,Adam,0,10,2.302020868971235,0.8955078125,2.3026985408830147,0.0006776719117795871
311,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-03,0.003,Muon,0,10,2.302189784601373,0.9169921875,2.3026985408830147,0.000508756281641709
312,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-03,0.003,Adam,1,10,2.3023481211433663,0.9130859375,2.3028649017923835,0.0005167806490171678
313,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-03,0.003,Muon,1,10,2.302520198251297,0.9169921875,2.3028649017923835,0.00034470354108639967
314,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-03,0.003,Adam,2,10,2.301706403112895,0.8291015625,2.302544621857513,0.0008382187446183131
315,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-03,0.003,Muon,2,10,2.3019195376162114,0.8486328125,2.302544621857513,0.0006250842413018098
316,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-03,0.003,Adam,3,10,2.3018613237315746,0.833984375,2.30239590189129,0.0005345781597152488
317,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-03,0.003,Muon,3,10,2.3020464449135543,0.849609375,2.30239590189129,0.00034945697773558493
318,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-03,0.003,Adam,4,10,2.302286158783585,0.7744140625,2.302424395280005,0.00013823649641997449
319,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-03,0.003,Muon,4,10,2.3024743299728723,0.794921875,2.302424395280005,-4.9934692867292796e-05
320,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-02,0.01,Adam,0,10,2.3009282544006617,0.7724609375,2.3026985408830147,0.0017702864823530007
321,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-02,0.01,Muon,0,10,2.301500687661499,0.826171875,2.3026985408830147,0.0011978532215155546
322,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-02,0.01,Adam,1,10,2.3012372177314213,0.7705078125,2.3028649017923835,0.0016276840609621424
323,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-02,0.01,Muon,1,10,2.301833989587594,0.8671875,2.3028649017923835,0.0010309122047895691
324,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-02,0.01,Adam,2,10,2.30046016936264,0.6904296875,2.302544621857513,0.0020844524948731014
325,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-02,0.01,Muon,2,10,2.3011787246767117,0.7958984375,2.302544621857513,0.0013658971808014897
326,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-02,0.01,Adam,3,10,2.3006011416418497,0.765625,2.30239590189129,0.0017947602494401416
327,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-02,0.01,Muon,3,10,2.3012855517093733,0.7900390625,2.30239590189129,0.0011103501819165196
328,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-02,0.01,Adam,4,10,2.3010178577386338,0.6845703125,2.302424395280005,0.0014065375413712111
329,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-02,0.01,Muon,4,10,2.301714517949682,0.6884765625,2.302424395280005,0.0007098773303231276
330,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-02,0.03,Adam,0,10,2.2973147013385313,0.4228515625,2.3026985408830147,0.005383839544483404
331,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-02,0.03,Muon,0,10,2.299418869198697,0.5966796875,2.3026985408830147,0.003279671684317531
332,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-02,0.03,Adam,1,10,2.29736298756691,0.396484375,2.3028649017923835,0.005501914225473303
333,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-02,0.03,Muon,1,10,2.2997221166717066,0.5966796875,2.3028649017923835,0.003142785120676894
334,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-02,0.03,Adam,2,10,2.2965342344177246,0.466796875,2.302544621857513,0.006010387439788545
335,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-02,0.03,Muon,2,10,2.2989156915487396,0.564453125,2.302544621857513,0.003628930308773537
336,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-02,0.03,Adam,3,10,2.2961065917568897,0.4794921875,2.30239590189129,0.00628931013440015
337,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-02,0.03,Muon,3,10,2.298906846781067,0.5673828125,2.30239590189129,0.003489055110222683
338,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-02,0.03,Adam,4,10,2.2966320575574724,0.5361328125,2.302424395280005,0.005792337722532626
339,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-02,0.03,Muon,4,10,2.299360401413713,0.560546875,2.302424395280005,0.0030639938662919697
340,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-01,0.1,Adam,0,10,2.268707520906889,0.263671875,2.3026985408830147,0.033991019976125525
341,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-01,0.1,Muon,0,10,2.288050937939759,0.1689453125,2.3026985408830147,0.014647602943255844
342,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-01,0.1,Adam,1,10,2.2658859061392453,0.396484375,2.3028649017923835,0.036978995653138114
343,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-01,0.1,Muon,1,10,2.2877813441583394,0.2041015625,2.3028649017923835,0.01508355763404401
344,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-01,0.1,Adam,2,10,2.266345172772666,0.3369140625,2.302544621857513,0.0361994490848474
345,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-01,0.1,Muon,2,10,2.2870890111305884,0.220703125,2.302544621857513,0.015455610726924807
346,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-01,0.1,Adam,3,10,2.26415764576472,0.5341796875,2.30239590189129,0.03823825612656995
347,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-01,0.1,Muon,3,10,2.2858391802330322,0.3125,2.30239590189129,0.01655672165825761
348,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-01,0.1,Adam,4,10,2.2636311379584853,0.5634765625,2.302424395280005,0.038793257321519725
349,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=1e-01,0.1,Muon,4,10,2.2862408966982146,0.3720703125,2.302424395280005,0.016183498581790356
350,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-01,0.3,Adam,0,10,1.5729915659537181,0.337890625,2.3026985408830147,0.7297069749292966
351,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-01,0.3,Muon,0,10,2.146768169163016,0.146484375,2.3026985408830147,0.1559303717199989
352,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-01,0.3,Adam,1,10,1.4874716403282975,0.216796875,2.3028649017923835,0.815393261464086
353,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-01,0.3,Muon,1,10,2.136973025300598,0.126953125,2.3028649017923835,0.1658918764917856
354,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-01,0.3,Adam,2,10,1.5767774083429351,0.3828125,2.302544621857513,0.7257672135145781
355,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-01,0.3,Muon,2,10,2.1467841744143725,0.1796875,2.302544621857513,0.15576044744314066
356,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-01,0.3,Adam,3,10,1.5254345533950826,0.45703125,2.30239590189129,0.7769613484962072
357,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-01,0.3,Muon,3,10,2.1242791108186085,0.255859375,2.30239590189129,0.1781167910726813
358,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-01,0.3,Adam,4,10,1.495773448777754,0.330078125,2.302424395280005,0.8066509465022509
359,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 target=3e-01,0.3,Muon,4,10,2.1257111589316207,0.330078125,2.302424395280005,0.17671323634838432
