group_type,group,predictor,outcome,points,spearman,spearman_ci95_low,spearman_ci95_high,ci95_excludes_zero
SmallMLPDigits:Adam,SmallMLPDigits:Adam,nrUpdateFrac,delta_loss,1500,-0.6982070020583511,-0.7232809076381423,-0.6712944816094681,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,nrUpdateFrac,relative_loss_decrease,1500,-0.6987097080814494,-0.7237486415108306,-0.6718333537622223,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,nrUpdateFrac,norm_rank_movement,1500,0.07012995955675366,0.019545057509187457,0.12035673955909021,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,nrUpdateFrac,norm_condition_movement,1500,-0.060872120372261466,-0.11118362634238156,-0.010249390074258374,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,stUpdateFrac,delta_loss,1500,-0.640110853387529,-0.6690709698135848,-0.609209774287517,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,stUpdateFrac,relative_loss_decrease,1500,-0.640267577019705,-0.6692176254864027,-0.609376749672678,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,stUpdateFrac,norm_rank_movement,1500,0.008965593716512493,-0.041707681310899435,0.05959286348893481,False
SmallMLPDigits:Adam,SmallMLPDigits:Adam,stUpdateFrac,norm_condition_movement,1500,-0.10608202164009957,-0.15589863178472813,-0.05572713856244698,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,update_flatness,delta_loss,1500,-0.470037121830888,-0.5085824048204325,-0.4296115897594027,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,update_flatness,relative_loss_decrease,1500,-0.4698237848411144,-0.5083793951456851,-0.42938829611799195,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,update_flatness,norm_rank_movement,1500,-0.11616769404552292,-0.16584612323692463,-0.0659011489338974,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,update_flatness,norm_condition_movement,1500,-0.18707733646679384,-0.23550000662124654,-0.1377281530652126,True
