seed,geometry,parameter,shape,gradient_nuclear_rank,update_nuclear_rank
7,spectral,layer2.1.conv2.weight,128x128x3x3,48.65224225069353,127.9999999501446
7,spectral,layer3.0.conv1.weight,256x128x3x3,73.98943605534227,255.99999989768742
7,spectral,layer3.0.conv2.weight,256x256x3x3,78.73651707238905,255.9999999010573
7,spectral,layer3.0.downsample.0.weight,256x128x1x1,29.919034348883265,127.99999994999153
7,spectral,layer3.1.conv1.weight,256x256x3x3,73.08569551836062,255.99999989442725
7,spectral,layer3.1.conv2.weight,256x256x3x3,48.34564918529819,255.99999990569796
7,spectral,layer4.0.conv1.weight,512x256x3x3,48.86415425124422,511.99999949458817
7,spectral,layer4.0.conv2.weight,512x512x3x3,45.59442658087102,511.9999994839465
7,spectral,layer4.0.downsample.0.weight,512x256x1x1,18.256779353233057,255.99999991099205
7,spectral,layer4.1.conv1.weight,512x512x3x3,30.17622610934025,511.9999994867075
7,spectral,layer4.1.conv2.weight,512x512x3x3,19.100504992545613,511.9999994595142
7,spectral,fc.weight,100x512,26.09456195329086,99.99999999551254
8,frobenius,conv1.weight,64x3x3x3,4.0502869159493615,4.050279858698331
8,frobenius,layer1.0.conv1.weight,64x64x3x3,18.48888683927311,18.48876955003626
8,frobenius,layer1.0.conv2.weight,64x64x3x3,26.926014162051505,26.92587185893689
8,frobenius,layer1.1.conv1.weight,64x64x3x3,24.41795248169957,24.41784916634221
8,frobenius,layer1.1.conv2.weight,64x64x3x3,24.59108096651248,24.591137631797682
8,frobenius,layer2.0.conv1.weight,128x64x3x3,33.84466418762988,33.84469919640295
8,frobenius,layer2.0.conv2.weight,128x128x3x3,42.26331074144691,42.26330190070025
8,frobenius,layer2.0.downsample.0.weight,128x64x1x1,16.006232719552948,16.006276092224475
8,frobenius,layer2.1.conv1.weight,128x128x3x3,46.495645799485644,46.49514553982435
8,frobenius,layer2.1.conv2.weight,128x128x3x3,35.039282201797576,35.03948013000475
8,frobenius,layer3.0.conv1.weight,256x128x3x3,48.394589762682436,48.39434681620642
8,frobenius,layer3.0.conv2.weight,256x256x3x3,58.02073583561464,58.020141012763325
8,frobenius,layer3.0.downsample.0.weight,256x128x1x1,22.718325630601385,22.718428474882163
8,frobenius,layer3.1.conv1.weight,256x256x3x3,55.56953804718837,55.56951005951136
8,frobenius,layer3.1.conv2.weight,256x256x3x3,43.88175889194608,43.881248668602474
8,frobenius,layer4.0.conv1.weight,512x256x3x3,42.48702354005064,42.48668322763432
8,frobenius,layer4.0.conv2.weight,512x512x3x3,43.50208958544833,43.50335068718275
8,frobenius,layer4.0.downsample.0.weight,512x256x1x1,18.110584458629233,18.110099680828547
8,frobenius,layer4.1.conv1.weight,512x512x3x3,28.597524570053686,28.594699336229045
8,frobenius,layer4.1.conv2.weight,512x512x3x3,18.350431126327027,18.350327196232406
8,frobenius,fc.weight,100x512,22.052738122039603,22.05277100497058
8,spectral,conv1.weight,64x3x3x3,4.0502869159493615,26.999999999879126
8,spectral,layer1.0.conv1.weight,64x64x3x3,18.48888683927311,63.99999999765099
8,spectral,layer1.0.conv2.weight,64x64x3x3,26.926014162051505,63.999999998644455
8,spectral,layer1.1.conv1.weight,64x64x3x3,24.41795248169957,63.99999999827666
8,spectral,layer1.1.conv2.weight,64x64x3x3,24.59108096651248,63.99999999780335
8,spectral,layer2.0.conv1.weight,128x64x3x3,33.84466418762988,127.99999994806223
8,spectral,layer2.0.conv2.weight,128x128x3x3,42.26331074144691,127.99999995555105
8,spectral,layer2.0.downsample.0.weight,128x64x1x1,16.006232719552948,63.999999998142194
8,spectral,layer2.1.conv1.weight,128x128x3x3,46.495645799485644,127.99999995124304
8,spectral,layer2.1.conv2.weight,128x128x3x3,35.039282201797576,127.99999995501041
8,spectral,layer3.0.conv1.weight,256x128x3x3,48.394589762682436,255.99999988682617
8,spectral,layer3.0.conv2.weight,256x256x3x3,58.02073583561464,255.99999990053396
8,spectral,layer3.0.downsample.0.weight,256x128x1x1,22.718325630601385,127.99999994850114
8,spectral,layer3.1.conv1.weight,256x256x3x3,55.56953804718837,255.99999990303627
8,spectral,layer3.1.conv2.weight,256x256x3x3,43.88175889194608,255.99999990707207
8,spectral,layer4.0.conv1.weight,512x256x3x3,42.48702354005064,511.99999952921985
8,spectral,layer4.0.conv2.weight,512x512x3x3,43.50208958544833,511.99999951438656
8,spectral,layer4.0.downsample.0.weight,512x256x1x1,18.110584458629233,255.99999989642097
8,spectral,layer4.1.conv1.weight,512x512x3x3,28.597524570053686,511.9999994793524
8,spectral,layer4.1.conv2.weight,512x512x3x3,18.350431126327027,511.999999510717
8,spectral,fc.weight,100x512,22.052738122039603,99.99999999500652
9,frobenius,conv1.weight,64x3x3x3,5.384627890350244,5.38460442104659
9,frobenius,layer1.0.conv1.weight,64x64x3x3,21.58025465776308,21.580256410107747
9,frobenius,layer1.0.conv2.weight,64x64x3x3,26.09178689674632,26.09166051693896
9,frobenius,layer1.1.conv1.weight,64x64x3x3,25.475708578543955,25.475742111541777
9,frobenius,layer1.1.conv2.weight,64x64x3x3,28.200640150847416,28.200674098677336
9,frobenius,layer2.0.conv1.weight,128x64x3x3,35.70882726054297,35.70917947224589
9,frobenius,layer2.0.conv2.weight,128x128x3x3,47.23833751287873,47.238414623403784
9,frobenius,layer2.0.downsample.0.weight,128x64x1x1,17.142172937780156,17.14229139102359
9,frobenius,layer2.1.conv1.weight,128x128x3x3,42.25476454629844,42.254719123645806
9,frobenius,layer2.1.conv2.weight,128x128x3x3,37.85884992014031,37.85886475134786
9,frobenius,layer3.0.conv1.weight,256x128x3x3,52.7836750215085,52.78360305493239
9,frobenius,layer3.0.conv2.weight,256x256x3x3,57.75163244389719,57.75179369876672
9,frobenius,layer3.0.downsample.0.weight,256x128x1x1,22.54607922058182,22.546040395097695
9,frobenius,layer3.1.conv1.weight,256x256x3x3,53.34521103125036,53.34430086527877
9,frobenius,layer3.1.conv2.weight,256x256x3x3,39.32755165970854,39.32717718523597
9,frobenius,layer4.0.conv1.weight,512x256x3x3,44.10881673877915,44.109823625683134
9,frobenius,layer4.0.conv2.weight,512x512x3x3,41.93374037453261,41.93053376711793
9,frobenius,layer4.0.downsample.0.weight,512x256x1x1,17.47646543531638,17.476622942714947
9,frobenius,layer4.1.conv1.weight,512x512x3x3,27.831429579321544,27.830692203736593
9,frobenius,layer4.1.conv2.weight,512x512x3x3,18.207637460167515,18.207481811484932
9,frobenius,fc.weight,100x512,24.241948678026915,24.241980082026558
9,spectral,conv1.weight,64x3x3x3,5.384627890350244,26.999999999848782
9,spectral,layer1.0.conv1.weight,64x64x3x3,21.58025465776308,63.99999999834592
9,spectral,layer1.0.conv2.weight,64x64x3x3,26.09178689674632,63.99999999830332
9,spectral,layer1.1.conv1.weight,64x64x3x3,25.475708578543955,63.99999999834167
9,spectral,layer1.1.conv2.weight,64x64x3x3,28.200640150847416,63.999999997681115
9,spectral,layer2.0.conv1.weight,128x64x3x3,35.70882726054297,127.99999994925462
9,spectral,layer2.0.conv2.weight,128x128x3x3,47.23833751287873,127.99999994716264
9,spectral,layer2.0.downsample.0.weight,128x64x1x1,17.142172937780156,63.99999999838564
9,spectral,layer2.1.conv1.weight,128x128x3x3,42.25476454629844,127.99999994792037
9,spectral,layer2.1.conv2.weight,128x128x3x3,37.85884992014031,127.99999994594306
9,spectral,layer3.0.conv1.weight,256x128x3x3,52.7836750215085,255.99999989876258
9,spectral,layer3.0.conv2.weight,256x256x3x3,57.75163244389719,255.9999998947949
9,spectral,layer3.0.downsample.0.weight,256x128x1x1,22.54607922058182,127.99999994890983
9,spectral,layer3.1.conv1.weight,256x256x3x3,53.34521103125036,255.99999989824443
9,spectral,layer3.1.conv2.weight,256x256x3x3,39.32755165970854,255.99999989980975
9,spectral,layer4.0.conv1.weight,512x256x3x3,44.10881673877915,511.99999951184196
9,spectral,layer4.0.conv2.weight,512x512x3x3,41.93374037453261,511.9999994900158
9,spectral,layer4.0.downsample.0.weight,512x256x1x1,17.47646543531638,255.99999990136004
9,spectral,layer4.1.conv1.weight,512x512x3x3,27.831429579321544,511.9999995004701
9,spectral,layer4.1.conv2.weight,512x512x3x3,18.207637460167515,511.99999948371413
9,spectral,fc.weight,100x512,24.241948678026915,99.9999999948028
