problem_family,setting,kappa,seed,comparison,final_loss_ratio,final_loss_delta,total_decrease_ratio,total_decrease_delta,mean_delta_loss_ratio,mean_delta_loss_delta,mean_update_grad_inner_ratio,mean_update_grad_inner_delta,mean_update_grad_cosine_ratio,mean_update_grad_cosine_delta,mean_nrUpdate_ratio,mean_nrUpdate_delta,mean_stUpdate_ratio,mean_stUpdate_delta
SmallMLPDigits,Small MLP digits hidden=16,1.0,4,FreshAdamSign/GD,1.000100766909619,0.0002319690748091574,0.653370428181098,-0.0002319690748091574,0.6535943437737775,-2.689767044228298e-05,0.65578557321663,-2.6990903372551742e-05,0.6583573696976052,-0.34164263030239483,1.6575103666804527,3.778654820458832,1.586616871170383,1.1096970184192205
SmallMLPDigits,Small MLP digits hidden=16,1.0,4,PolarMuon/FreshAdamSign,0.9999850118586389,-3.4506720933524804e-05,1.07891866639073,3.4506720933524804e-05,1.025754009390348,1.307021791063792e-06,1.0190551259901854,9.79855500080118e-07,1.0008791720896768,0.0005788094244711939,1.3647480502973326,3.4744322608354423,4.331331404641379,9.998613408784758
SmallMLPDigits,Small MLP digits hidden=64,1.0,0,PolarMuon/GD,1.00040340560545,0.0009280638440594124,0.5634769700676526,-0.0009280638440594124,0.44197513152485896,-0.00017592876507070975,0.4422209758562719,-0.0001759086638026956,0.44821717107029396,-0.551782828929706,4.971695033660742,29.55787015303787,15.691140224732035,34.64198143219171
SmallMLPDigits,Small MLP digits hidden=64,1.0,0,FreshAdamSign/GD,1.000295382118597,0.0006795479803649584,0.6803686025782415,-0.0006795479803649584,0.6094955658003673,-0.00012311451826709782,0.6102061305932059,-0.0001229306154549171,0.6148107653455532,-0.38518923465444665,2.375723433993176,10.238312429285848,1.6621194271670572,1.561289903366434
SmallMLPDigits,Small MLP digits hidden=64,1.0,0,PolarMuon/FreshAdamSign,1.000107991588069,0.000248515863694454,0.8281936702140124,-0.000248515863694454,0.7251490516497414,-5.281424680361193e-05,0.7247075269898896,-5.297804834777849e-05,0.7290327306132551,-0.16659359427525927,2.0927078306013898,19.319557723752023,9.440440902298015,33.08069152882528
SmallMLPDigits,Small MLP digits hidden=64,1.0,1,PolarMuon/GD,1.0004427453551534,0.00101867527666899,0.502994423185368,-0.00101867527666899,0.43783572453297404,-0.0001692727186313192,0.43908943312098603,-0.0001685643585084979,0.4456552457454719,-0.554344754254528,5.063076600115415,29.692190357310302,17.535674464939195,34.89001557516482
SmallMLPDigits,Small MLP digits hidden=64,1.0,1,FreshAdamSign/GD,1.0003429343459944,0.0007890285820479903,0.615037672430506,-0.0007890285820479903,0.5928025706132234,-0.0001226108077300392,0.5974723983955726,-0.00012096724674657422,0.6020308879905419,-0.39796911200945795,2.332588211668183,9.738300982963366,1.7651195779961333,1.6143903927082288
SmallMLPDigits,Small MLP digits hidden=64,1.0,1,PolarMuon/FreshAdamSign,1.0000997767922701,0.00022964669462099963,0.8178270140715682,-0.00022964669462099963,0.7385860761029693,-4.666191090128e-05,0.7349116616936587,-4.759711176192369e-05,0.7402531242756987,-0.15637564224507006,2.1705831208391837,19.953889374346936,9.934553264004197,33.27562518245659
SmallMLPDigits,Small MLP digits hidden=64,1.0,2,PolarMuon/GD,1.0004896467788402,0.0011262133132978747,0.5480848481114298,-0.0011262133132978747,0.4430149719727136,-0.00017935522222014557,0.4434264388021423,-0.00017924580411543732,0.45107667505659643,-0.5489233249434036,4.883222050237846,29.4230355246291,14.741394576547428,34.490061078829946
SmallMLPDigits,Small MLP digits hidden=64,1.0,2,FreshAdamSign/GD,1.0003144777446713,0.0007233153327868003,0.709755554636014,-0.0007233153327868003,0.6336241777300984,-0.00011797698988793572,0.6371596942963097,-0.00011685356059920474,0.6431748878861723,-0.3568251121138277,2.2647344452243394,9.58284796224274,1.6146531209423454,1.5427417912717685
SmallMLPDigits,Small MLP digits hidden=64,1.0,2,PolarMuon/FreshAdamSign,1.0001751139647241,0.0004028979805110744,0.7722163560840403,-0.0004028979805110744,0.6991762428633561,-6.137823233220985e-05,0.6959423873976682,-6.239224351623258e-05,0.7013281823534551,-0.19209821282957584,2.1562007239017045,19.84018756238636,9.129759442042907,32.94731928755817
SmallMLPDigits,Small MLP digits hidden=64,1.0,3,PolarMuon/GD,1.0004604002099349,0.0010590247788813123,0.5118280783379435,-0.0010590247788813123,0.43485973471060907,-0.00018511910125802445,0.436238014740609,-0.000184108290773397,0.44935745223313817,-0.5506425477668618,4.9577960973049935,29.5370065097851,15.462610407103705,34.60713107128385
SmallMLPDigits,Small MLP digits hidden=64,1.0,3,FreshAdamSign/GD,1.0003203937205276,0.0007369781370965001,0.6602798720258825,-0.0007369781370965001,0.5960691779071305,-0.00013231283514714145,0.5976862091537906,-0.00013138399949613793,0.6040112635758004,-0.3959887364241996,2.3954747842805824,10.414419230845027,1.7443480437969183,1.7811273061522197
SmallMLPDigits,Small MLP digits hidden=64,1.0,3,PolarMuon/FreshAdamSign,1.0001399616465747,0.00032204664178481224,0.7751683793836445,-0.00032204664178481224,0.729545748762674,-5.2806266110883e-05,0.7298779996249849,-5.272429127725907e-05,0.7439554182696894,-0.1546538113426622,2.069650713853762,19.122587278940074,8.864406654446253,32.82600376513163
SmallMLPDigits,Small MLP digits hidden=64,1.0,4,PolarMuon/GD,1.000549510867505,0.0012641224490148595,0.35963934411107507,-0.0012641224490148595,0.4327026525971623,-0.0001783198781957207,0.43410673851073606,-0.00017743790349059214,0.445186999660703,-0.5548130003392968,5.033722829665804,29.649575423194985,17.199126989038493,34.84872801837077
SmallMLPDigits,Small MLP digits hidden=64,1.0,4,FreshAdamSign/GD,1.000378864810497,0.0008715596731789788,0.558498051831791,-0.0008715596731789788,0.592943662475374,-0.0001279509535140555,0.5952383669050807,-0.00012691449161416338,0.6008583859902186,-0.3991416140097813,2.2952796225170187,9.520855171183815,1.696124039856914,1.4975521426826592
SmallMLPDigits,Small MLP digits hidden=64,1.0,4,PolarMuon/FreshAdamSign,1.000170581429707,0.00039256277583588073,0.6439401944760795,-0.00039256277583588073,0.729753398140305,-5.036892468166521e-05,0.7292989878455879,-5.052341187642876e-05,0.7409183428921141,-0.1556713863295155,2.193076076781351,20.12872025201117,10.140253062204945,33.351175875688114
