mode,run_id,problem_family,base_setting,setting,kappa,lr,algo,seed,final_step,final_loss,final_recovery_error,initial_loss,initial_recovery_error,total_loss_decrease,relative_loss_decrease
raw,41,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Adam,1,10,0.0001510998372432737,0.9715077702294821,0.0001604720091443568,0.9995233235792307,9.372171901083108e-06,0.058403779893178284
equal_update,41,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Muon,0,10,0.0001527496058253089,0.9978619153793773,0.0001532792239327137,0.9994330499176829,5.296181074047857e-07,0.003455250449580021
raw,42,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Adam,2,10,0.0001430342021042463,0.9790442228220748,0.0001493490238905777,0.9992393357981618,6.314821786331415e-06,0.04228231040169397
equal_update,42,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Adam,1,10,0.00015913819140845543,0.9955780574976012,0.0001604720091443568,0.9995233235792307,1.3338177359013814e-06,0.008311840445030576
raw,43,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Adam,3,10,0.00015323333955386199,0.976003945503376,0.00016144123210250178,1.0001224102346165,8.207892548639799e-06,0.05084136463619448
equal_update,43,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Muon,1,10,0.0001599323769342683,0.9979559082123193,0.0001604720091443568,0.9995233235792307,5.396322100885095e-07,0.003362780917157142
raw,44,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Adam,4,10,0.00014103160697965364,0.9807351184544917,0.00014765915682122912,1.001229148681757,6.627549841575471e-06,0.04488411002914938
equal_update,44,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Adam,2,10,0.00014830163048098525,0.995880716653845,0.0001493490238905777,0.9992393357981618,1.0473934095924517e-06,0.007013058286606792
raw,45,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Muon,0,10,0.0001527496058253089,0.9978619153793773,0.0001532792239327137,0.9994330499176829,5.296181074047857e-07,0.003455250449580021
equal_update,45,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Muon,2,10,0.00014892892650232592,0.9978873960012874,0.0001493490238905777,0.9992393357981618,4.200973882517863e-07,0.0028128566046710527
raw,46,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Muon,1,10,0.0001599323769342683,0.9979559082123193,0.0001604720091443568,0.9995233235792307,5.396322100885095e-07,0.003362780917157142
equal_update,46,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Adam,3,10,0.0001602463527732269,0.9965584693239485,0.00016144123210250178,1.0001224102346165,1.1948793292748834e-06,0.007401326871169034
raw,47,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Muon,2,10,0.00014892892650232592,0.9978873960012874,0.0001493490238905777,0.9992393357981618,4.200973882517863e-07,0.0028128566046710527
equal_update,47,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Muon,3,10,0.00016098106758049769,0.9987454986954993,0.00016144123210250178,1.0001224102346165,4.601645220040989e-07,0.0028503531347675334
