seed,geometry,parameter,shape,gradient_nuclear_rank,update_nuclear_rank,warmup_steps
0,spectral,layer1.0.conv2.weight,64x64x3x3,19.016177821202042,63.9999999986331,2000
0,spectral,layer1.1.conv1.weight,64x64x3x3,19.802315981298353,63.9999999985159,2000
0,spectral,layer1.1.conv2.weight,64x64x3x3,24.0881519803264,63.99999999821625,2000
0,spectral,layer2.0.conv1.weight,128x64x3x3,27.794909496445012,127.99999994096764,2000
0,spectral,layer2.0.conv2.weight,128x128x3x3,42.76791248841418,127.99999995435715,2000
0,spectral,layer2.0.downsample.0.weight,128x64x1x1,19.18214993316229,63.99999999829151,2000
0,spectral,layer2.1.conv1.weight,128x128x3x3,48.00316842159013,127.99999994702242,2000
0,spectral,layer2.1.conv2.weight,128x128x3x3,50.49061483560575,127.99999994651155,2000
0,spectral,layer3.0.conv1.weight,256x128x3x3,60.71391581503264,255.99999990460833,2000
0,spectral,layer3.0.conv2.weight,256x256x3x3,70.77524766019836,255.99999989755491,2000
0,spectral,layer3.0.downsample.0.weight,256x128x1x1,33.439960733907554,127.9999999440221,2000
0,spectral,layer3.1.conv1.weight,256x256x3x3,69.54894189701457,255.99999990302987,2000
0,spectral,layer3.1.conv2.weight,256x256x3x3,52.64034628191539,255.99999989743714,2000
0,spectral,layer4.0.conv1.weight,512x256x3x3,28.663266800030136,511.9999994989098,2000
0,spectral,layer4.0.conv2.weight,512x512x3x3,28.217251665277388,511.9999994824964,2000
0,spectral,layer4.0.downsample.0.weight,512x256x1x1,13.348482519050592,255.99999988741695,2000
0,spectral,layer4.1.conv1.weight,512x512x3x3,18.90085158046368,511.99999949405793,2000
0,spectral,layer4.1.conv2.weight,512x512x3x3,14.224677455532513,511.9999994730419,2000
0,spectral,fc.weight,100x512,7.060742262325787,99.99999999532035,2000
1,frobenius,conv1.weight,64x3x3x3,4.134031556030512,4.134056071834987,2000
1,frobenius,layer1.0.conv1.weight,64x64x3x3,20.691987064812057,20.691985697585682,2000
1,frobenius,layer1.0.conv2.weight,64x64x3x3,31.292510112412216,31.292517518345175,2000
1,frobenius,layer1.1.conv1.weight,64x64x3x3,30.711829288039823,30.711768269998693,2000
1,frobenius,layer1.1.conv2.weight,64x64x3x3,35.834938556736276,35.83492524784057,2000
1,frobenius,layer2.0.conv1.weight,128x64x3x3,45.919455134398525,45.91957057649627,2000
1,frobenius,layer2.0.conv2.weight,128x128x3x3,60.32612139751719,60.3261576825441,2000
1,frobenius,layer2.0.downsample.0.weight,128x64x1x1,23.30462624227549,23.304699461364134,2000
1,frobenius,layer2.1.conv1.weight,128x128x3x3,58.56359262454184,58.56349568225983,2000
1,frobenius,layer2.1.conv2.weight,128x128x3x3,53.74917667303803,53.749152232307644,2000
1,frobenius,layer3.0.conv1.weight,256x128x3x3,63.648608840732976,63.64886159900683,2000
1,frobenius,layer3.0.conv2.weight,256x256x3x3,64.52517297376586,64.525659324623,2000
1,frobenius,layer3.0.downsample.0.weight,256x128x1x1,27.710850042845962,27.71082788375195,2000
1,frobenius,layer3.1.conv1.weight,256x256x3x3,60.823614506131904,60.823803662565176,2000
1,frobenius,layer3.1.conv2.weight,256x256x3x3,38.057099626112034,38.05828406018396,2000
1,frobenius,layer4.0.conv1.weight,512x256x3x3,24.74987196891488,24.74978229188901,2000
1,frobenius,layer4.0.conv2.weight,512x512x3x3,24.104878292386683,24.104949795727546,2000
1,frobenius,layer4.0.downsample.0.weight,512x256x1x1,11.735930715987202,11.736118446349398,2000
