split_id,split_role,split_display_name,source_warmup_steps,target_warmup_steps,score,score_family,points,spearman_score_vs_target_residual,spearman_ci95_low,spearman_ci95_high,pearson_score_vs_target_residual,pearson_ci95_low,pearson_ci95_high,top5_residual_risk_overlap_fraction,threshold_below_one_accuracy,target_observed_below_one_fraction,predicted_below_one_fraction,frozen_depth_intercept,frozen_depth_slope
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,2000,5000,condition_score_v2_calibrated_residual,primary_candidate,21,-0.7129870129870131,-0.8828239581255739,-0.37827164954410064,-0.8160554790339267,-0.9274845928774058,-0.5714692413259405,0.0,0.9523809523809523,1.0,0.9523809523809523,0.2972580720705022,0.6284144899585095
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,2000,5000,early_layer_prior,baseline,21,-0.8766233766233766,-0.9523251284004187,-0.6992348368422004,-0.7741518079739793,-0.9097030042660749,-0.4895096546161776,0.0,,1.0,,0.2972580720705022,0.6284144899585095
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,2000,5000,legacy_scaled_jvp_ratio,baseline,21,0.6558441558441558,0.2824051503823478,0.8566654232018389,0.7858305587900625,0.5118576179005632,0.9147092904154053,1.0,1.0,1.0,1.0,0.2972580720705022,0.6284144899585095
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,2000,5000,theory_sign_composite,baseline,21,-0.6168831168831169,-0.8382176203916588,-0.22105558345410706,-0.6662341338418565,-0.8614997655984633,-0.29929833967874936,0.0,,1.0,,0.2972580720705022,0.6284144899585095
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,2000,5000,source_observed_drift_positive_control,positive_control,21,-0.04285714285714286,-0.4915297983884683,0.4237948790169746,0.09314158806098692,-0.3814707372297919,0.5288911479876467,0.2,1.0,1.0,1.0,0.2972580720705022,0.6284144899585095
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,2000,10000,condition_score_v2_calibrated_residual,primary_candidate,21,-0.638961038961039,-0.8487339432251044,-0.255439922396274,-0.7925848097693526,-0.9175866670186164,-0.5249537536568826,0.0,0.9523809523809523,1.0,0.9523809523809523,0.2972580720705022,0.6284144899585095
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,2000,10000,early_layer_prior,baseline,21,-0.8207792207792207,-0.9294579587393473,-0.5810249460957208,-0.7544360303414651,-0.9011611533329782,-0.4526121529157038,0.0,,1.0,,0.2972580720705022,0.6284144899585095
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,2000,10000,legacy_scaled_jvp_ratio,baseline,21,0.5935064935064935,0.18569051793522764,0.826900323131573,0.7608193705299582,0.4644463048608271,0.9039392624284691,1.0,1.0,1.0,1.0,0.2972580720705022,0.6284144899585095
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,2000,10000,theory_sign_composite,baseline,21,-0.5792207792207792,-0.8198898575790425,-0.16458642392692002,-0.6473183121851805,-0.8526719187125967,-0.2687137569118412,0.0,,1.0,,0.2972580720705022,0.6284144899585095
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,2000,10000,source_observed_drift_positive_control,positive_control,21,0.0,-0.4583275840302218,0.4583275840302218,0.133231042769382,-0.3462390993283914,0.5575148405471173,0.2,1.0,1.0,1.0,0.2972580720705022,0.6284144899585095
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,5000,2000,condition_score_v2_calibrated_residual,primary_candidate,21,-0.7,-0.8769699281310113,-0.35583457753499986,-0.8265727466066044,-0.931869770908741,-0.592835676402037,0.0,1.0,1.0,1.0,-0.1932648029430224,0.6528654485183636
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,5000,2000,early_layer_prior,baseline,21,-0.9116883116883117,-0.9662616345735272,-0.7787721520667594,-0.7859123186154362,-0.9147441992064622,-0.5120153881259636,0.0,,1.0,,-0.1932648029430224,0.6528654485183636
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,5000,2000,legacy_scaled_jvp_ratio,baseline,21,0.6142857142857143,0.21707404380113404,0.8369694877593005,0.7906937615274469,0.5212742931512392,0.9167823800813457,0.8,1.0,1.0,1.0,-0.1932648029430224,0.6528654485183636
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,5000,2000,theory_sign_composite,baseline,21,-0.6220779220779221,-0.8407069484422056,-0.22905844430666122,-0.6771322206217203,-0.866532768334639,-0.31726835489018657,0.0,,1.0,,-0.1932648029430224,0.6528654485183636
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,5000,2000,source_observed_drift_positive_control,positive_control,21,-0.022077922077922082,-0.4755930180792036,0.440709163018647,0.07453791306850695,-0.3973647563546944,0.5152626903343036,0.2,1.0,1.0,1.0,-0.1932648029430224,0.6528654485183636
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,5000,5000,condition_score_v2_calibrated_residual,primary_candidate,21,-0.7233766233766233,-0.8874694989572616,-0.3965090077514765,-0.8287660367036679,-0.9327804029912433,-0.5973333284578526,0.0,1.0,1.0,1.0,-0.1932648029430224,0.6528654485183636
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,5000,5000,early_layer_prior,baseline,21,-0.9090909090909091,-0.9652401445292472,-0.7727302050492213,-0.7878340668081788,-0.9155641697238028,-0.5157290751726122,0.0,,1.0,,-0.1932648029430224,0.6528654485183636
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,5000,5000,legacy_scaled_jvp_ratio,baseline,21,0.6792207792207793,0.32074197381126146,0.8674929375531513,0.783297270162862,0.5069783243524395,0.9136267044924704,1.0,1.0,1.0,1.0,-0.1932648029430224,0.6528654485183636
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,5000,5000,theory_sign_composite,baseline,21,-0.6285714285714287,-0.8438056673464955,-0.23913729679226248,-0.6639594586825531,-0.8604444024413904,-0.29558014474718125,0.0,,1.0,,-0.1932648029430224,0.6528654485183636
