alpha_scope,seed_count,family_size,one_sided_alpha,log_ratio_sd,true_tail_drift_ratio,true_log_ratio,power
holm_bonferroni_worst_case,3,8,0.00625,0.5,1.05,0.04879016416943205,0.008107874049668236
holm_bonferroni_worst_case,3,8,0.00625,0.5,1.1,0.09531017980432493,0.010246604770179964
holm_bonferroni_worst_case,3,8,0.00625,0.5,1.25,0.22314355131420976,0.01826356423364173
holm_bonferroni_worst_case,3,8,0.00625,0.5,1.5,0.4054651081081644,0.036038617594659574
holm_bonferroni_worst_case,3,8,0.00625,0.5,2.0,0.6931471805599453,0.08072816900470772
holm_bonferroni_worst_case,3,8,0.00625,0.5,3.0,1.0986122886681098,0.1750970177345271
holm_bonferroni_worst_case,3,8,0.00625,0.75,1.05,0.04879016416943205,0.007446863034902557
holm_bonferroni_worst_case,3,8,0.00625,0.75,1.1,0.09531017980432493,0.00874530482453983
holm_bonferroni_worst_case,3,8,0.00625,0.75,1.25,0.22314355131420976,0.013195226667817165
holm_bonferroni_worst_case,3,8,0.00625,0.75,1.5,0.4054651081081644,0.02210672295516423
holm_bonferroni_worst_case,3,8,0.00625,0.75,2.0,0.6931471805599453,0.043215142496124764
holm_bonferroni_worst_case,3,8,0.00625,0.75,3.0,1.0986122886681098,0.08837306866566236
