problem_family,base_setting,seed,source_algo,checkpoint_step,checkpoint_loss,continuation_horizon,continuation_variant,continuation_algo,continuation_lr,loss_before,loss_after,total_decrease,recovery_after,finite
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,3,0.00010780487620490759,30,switched_fresh,Muon,0.03,0.00010780487620490759,2.8356199151871434e-06,0.00010496925628972045,0.13599243940527192,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Muon,3,0.00014562727850744175,30,own_fresh,Muon,0.003,0.00014562727850744175,0.0001298775290323492,1.5749749475092544e-05,0.9439927463133053,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Muon,3,0.00014562727850744175,30,own_fresh,Muon,0.01,0.00014562727850744175,1.1170428884355445e-06,0.0001445102356190062,0.10062603367795588,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Muon,3,0.00014562727850744175,30,own_fresh,Muon,0.03,0.00014562727850744175,3.858273684671388e-06,0.00014176900482277036,0.15691184488673068,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Muon,3,0.00014562727850744175,30,switched_fresh,Adam,0.003,0.00014562727850744175,4.3288782718178914e-06,0.00014129840023562387,0.18445134503369104,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Muon,3,0.00014562727850744175,30,switched_fresh,Adam,0.01,0.00014562727850744175,1.3635920681634725e-06,0.00014426368643927827,0.0995020679492001,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Muon,3,0.00014562727850744175,30,switched_fresh,Adam,0.03,0.00014562727850744175,3.7343860821737717e-06,0.00014189289242526798,0.1610419772550911,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Adam,3,0.0001066296470051134,30,own_fresh,Adam,0.003,0.0001066296470051134,1.6608209072338486e-06,0.00010496882609787954,0.11802726118323495,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Adam,3,0.0001066296470051134,30,own_fresh,Adam,0.01,0.0001066296470051134,6.375831927613088e-07,0.00010599206381235209,0.06855765906424162,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Adam,3,0.0001066296470051134,30,own_fresh,Adam,0.03,0.0001066296470051134,1.0839229246832882e-06,0.00010554572408043012,0.0900503624271858,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Adam,3,0.0001066296470051134,30,switched_fresh,Muon,0.003,0.0001066296470051134,5.734907198761014e-05,4.928057501750326e-05,0.6949339435006038,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Adam,3,0.0001066296470051134,30,switched_fresh,Muon,0.01,0.0001066296470051134,8.207923139187965e-07,0.0001058088546911946,0.07740398867404884,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Adam,3,0.0001066296470051134,30,switched_fresh,Muon,0.03,0.0001066296470051134,4.731715821109061e-06,0.00010189793118400434,0.18294483185616203,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Muon,3,0.00013268513551050793,30,own_fresh,Muon,0.003,0.00013268513551050793,0.00012122770915638483,1.1457426354123104e-05,0.9578429316908417,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Muon,3,0.00013268513551050793,30,own_fresh,Muon,0.01,0.00013268513551050793,3.5398220208410027e-06,0.00012914531348966692,0.18155585779853542,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Muon,3,0.00013268513551050793,30,own_fresh,Muon,0.03,0.00013268513551050793,2.415281402993362e-06,0.00013026985410751458,0.1292377981096756,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Muon,3,0.00013268513551050793,30,switched_fresh,Adam,0.003,0.00013268513551050793,3.58635213098125e-06,0.00012909878337952668,0.17787007754303769,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Muon,3,0.00013268513551050793,30,switched_fresh,Adam,0.01,0.00013268513551050793,1.2593642109278561e-06,0.00013142577129958007,0.09995139815856735,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Muon,3,0.00013268513551050793,30,switched_fresh,Adam,0.03,0.00013268513551050793,3.486390781735922e-06,0.00012919874472877202,0.1595041606849702,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Adam,3,0.005210448609248181,30,own_fresh,Adam,0.003,0.005210448609248181,2.9890028300161084e-05,0.00518055858094802,1.1350505082295144,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Adam,3,0.005210448609248181,30,own_fresh,Adam,0.01,0.005210448609248181,0.0001287564243394805,0.0050816921849087,1.1516124620843624,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Adam,3,0.005210448609248181,30,own_fresh,Adam,0.03,0.005210448609248181,0.0008016912660251691,0.004408757343223012,1.3283944707333606,True
