group_type,problem_family,base_setting,target_layer_relative_norm,budget,eval_algo,metric,n_pairs,other_positive_pairs,other_better_pairs,mean_signed_other_over_own,signed_ratio_ci95_low,signed_ratio_ci95_high,geomean_other_over_own,ratio_ci95_low,ratio_ci95_high,positive_ratio_pairs,ratio_ci95_above_one,ratio_ci95_below_one,mean_delta_other_minus_own,delta_ci95_low,delta_ci95_high
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.001,op,Muon,update_grad_cosine,20,15,11,0.7618171755765721,0.4755193391357559,1.0481150120173883,1.0869853722467067,0.9610540207891072,1.229418090887512,15,False,False,-0.04712240221281113,-0.09052560301229065,-0.0037192014133316034
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.003,fro,Adam,update_grad_inner,20,20,5,0.8847081609185696,0.49585561518654697,1.2735607066505923,0.657125663372771,0.46718136995894827,0.924296569234018,20,False,True,-3.3381043488350126e-08,-2.919584464211068e-07,2.2519635944440656e-07
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.003,fro,Adam,delta_loss,20,20,5,0.7496997395905605,0.4429310071833635,1.0564684719977575,0.5916350471918799,0.43783315148630764,0.7994644258377599,20,False,True,-3.719768664387924e-08,-2.980566263905429e-07,2.236612531027844e-07
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.003,fro,Adam,update_grad_cosine,20,20,5,0.8847081609185696,0.49585561518654714,1.273560706650592,0.657125663372771,0.46718136995894827,0.924296569234018,20,False,True,-0.021618659581716493,-0.11586824662698021,0.07263092746354723
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.003,fro,Muon,update_grad_inner,20,15,11,0.7189444142746192,0.43408515698595707,1.0038036715632814,1.0395107152065235,0.9106198306522089,1.1866450637861001,15,False,False,-1.2395058707286665e-07,-2.2429937607895965e-07,-2.3601798066773642e-08
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.003,fro,Muon,delta_loss,20,15,11,0.7260008653964386,0.4415249336218657,1.0104767971710116,1.0454228930433944,0.9148880257306123,1.194582281723978,15,False,False,-1.2429290939992176e-07,-2.25175244405556e-07,-2.341057439428751e-08
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.003,fro,Muon,update_grad_cosine,20,15,11,0.7189444142746192,0.4340851569859571,1.0038036715632812,1.0395107152065235,0.9106198306522088,1.1866450637861001,15,False,False,-0.04883375895824944,-0.09117130994363595,-0.006496207972862926
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.003,op,Adam,update_grad_inner,20,20,15,2.096218165127917,1.0463850355752922,3.146051294680542,1.4532832765530779,1.00573849112853,2.099981556377501,20,True,False,2.0429764097426414e-07,5.054100616399553e-08,3.5805427578453277e-07
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.003,op,Adam,delta_loss,20,20,15,1.7744732734584645,0.94245211307994,2.606494433836989,1.3321784103585566,0.9659098117066257,1.8373343924209744,20,False,False,1.8665333323248591e-07,4.4248057149218123e-08,3.290586093157537e-07
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.003,op,Adam,update_grad_cosine,20,20,5,1.0400617599152204,0.49478062379269394,1.585342896037747,0.7010335725537234,0.47847702986660173,1.0271090129121792,20,False,False,-0.029892053823758008,-0.1282389475159154,0.06845483986839941
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.003,op,Muon,update_grad_inner,20,15,0,0.3606128768979314,0.22132582032735992,0.4998999334685029,0.5161400460787111,0.451842692565863,0.5895869326852111,15,False,True,-1.310178255819666e-07,-2.1960356688336643e-07,-4.243208428056679e-08
