problem_family,base_setting,seed,step,layer,top_k,update_left_overlap,update_right_overlap,update_mean_overlap
MatrixFactorizationInput,MF input kappa=1e+02,2,3,10,5,0.9999999999999997,0.4120418470558871,0.7060209235279433
MatrixFactorizationInput,MF input kappa=1e+02,2,4,1,5,0.3910568473475732,1.0000000000000002,0.6955284236737866
MatrixFactorizationInput,MF input kappa=1e+02,2,4,2,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,2,4,3,5,1.0000000000000009,0.9999999999999997,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,2,4,4,5,0.9999999999999997,0.9999999999999993,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,2,4,5,5,1.0000000000000009,1.0000000000000004,1.0000000000000007
MatrixFactorizationInput,MF input kappa=1e+02,2,4,6,5,1.0000000000000002,0.9999999999999993,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,2,4,7,5,0.9999999999999997,1.0000000000000002,1.0
MatrixFactorizationInput,MF input kappa=1e+02,2,4,8,5,0.9999999999999993,0.9999999999999993,0.9999999999999993
MatrixFactorizationInput,MF input kappa=1e+02,2,4,9,5,0.9999999999999997,1.0000000000000002,1.0
MatrixFactorizationInput,MF input kappa=1e+02,2,4,10,5,0.9999999999999997,0.4118725664052817,0.7059362832026407
MatrixFactorizationInput,MF input kappa=1e+02,2,5,1,5,0.4461602839295125,0.9999999999999997,0.7230801419647561
MatrixFactorizationInput,MF input kappa=1e+02,2,5,2,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,2,5,3,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,2,5,4,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,2,5,5,5,0.9999999999999997,0.9999999999999997,0.9999999999999997
MatrixFactorizationInput,MF input kappa=1e+02,2,5,6,5,1.0000000000000004,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,2,5,7,5,0.9999999999999993,0.9999999999999993,0.9999999999999993
MatrixFactorizationInput,MF input kappa=1e+02,2,5,8,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,2,5,9,5,1.0000000000000004,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,2,5,10,5,0.9999999999999997,0.4017024536948166,0.7008512268474081
MatrixFactorizationInput,MF input kappa=1e+02,2,6,1,5,0.46415190140709617,1.0000000000000009,0.7320759507035486
MatrixFactorizationInput,MF input kappa=1e+02,2,6,2,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,2,6,3,5,0.9999999999999997,0.9999999999999993,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,2,6,4,5,0.9999999999999993,0.9999999999999997,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,2,6,5,5,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,2,6,6,5,0.9999999999999993,1.0000000000000002,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,2,6,7,5,0.9999999999999997,1.0000000000000004,1.0
MatrixFactorizationInput,MF input kappa=1e+02,2,6,8,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,2,6,9,5,0.9999999999999997,1.0000000000000004,1.0
MatrixFactorizationInput,MF input kappa=1e+02,2,6,10,5,0.9999999999999997,0.3782900971953747,0.6891450485976872
MatrixFactorizationInput,MF input kappa=1e+02,2,7,1,5,0.4810661753168285,0.9999999999999997,0.7405330876584141
MatrixFactorizationInput,MF input kappa=1e+02,2,7,2,5,0.9999999999999997,1.0000000000000004,1.0
MatrixFactorizationInput,MF input kappa=1e+02,2,7,3,5,1.0000000000000004,1.0000000000000009,1.0000000000000007
MatrixFactorizationInput,MF input kappa=1e+02,2,7,4,5,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,2,7,5,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,2,7,6,5,0.9999999999999997,1.0000000000000002,1.0
MatrixFactorizationInput,MF input kappa=1e+02,2,7,7,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,2,7,8,5,1.0000000000000004,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,2,7,9,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,2,7,10,5,0.9999999999999993,0.3902795281844537,0.6951397640922266
MatrixFactorizationInput,MF input kappa=1e+02,2,8,1,5,0.45276070364847165,0.9999999999999993,0.7263803518242355
MatrixFactorizationInput,MF input kappa=1e+02,2,8,2,5,0.9999999999999993,0.9999999999999993,0.9999999999999993
MatrixFactorizationInput,MF input kappa=1e+02,2,8,3,5,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,2,8,4,5,1.0000000000000004,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,2,8,5,5,0.9999999999999997,1.0000000000000004,1.0
MatrixFactorizationInput,MF input kappa=1e+02,2,8,6,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,2,8,7,5,0.9999999999999997,1.0000000000000002,1.0
MatrixFactorizationInput,MF input kappa=1e+02,2,8,8,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,2,8,9,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,2,8,10,5,1.0000000000000002,0.39702632746014815,0.6985131637300742
MatrixFactorizationInput,MF input kappa=1e+02,2,9,1,5,0.40029425660226814,1.0000000000000002,0.7001471283011342
MatrixFactorizationInput,MF input kappa=1e+02,2,9,2,5,0.9999999999999997,0.9999999999999993,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,2,9,3,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,2,9,4,5,0.9999999999999997,0.9999999999999997,0.9999999999999997
MatrixFactorizationInput,MF input kappa=1e+02,2,9,5,5,1.0000000000000002,0.9999999999999993,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,2,9,6,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,2,9,7,5,0.9999999999999997,0.9999999999999997,0.9999999999999997
MatrixFactorizationInput,MF input kappa=1e+02,2,9,8,5,1.0000000000000004,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,2,9,9,5,0.9999999999999997,1.0000000000000004,1.0
MatrixFactorizationInput,MF input kappa=1e+02,2,9,10,5,0.9999999999999993,0.35287209690247145,0.6764360484512354
MatrixFactorizationInput,MF input kappa=1e+02,3,0,1,5,0.43451038233176725,1.0000000000000009,0.7172551911658841
MatrixFactorizationInput,MF input kappa=1e+02,3,0,2,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,0,3,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,0,4,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,0,5,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,0,6,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,0,7,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,0,8,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,0,9,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,0,10,5,0.9999999999999997,0.5458007616642373,0.7729003808321184
MatrixFactorizationInput,MF input kappa=1e+02,3,1,1,5,0.3422371036480115,0.9999999999999997,0.6711185518240056
MatrixFactorizationInput,MF input kappa=1e+02,3,1,2,5,0.9999999999999997,0.9999999999999993,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,3,1,3,5,1.0000000000000004,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,3,1,4,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,3,1,5,5,1.0000000000000004,0.9999999999999993,0.9999999999999999
MatrixFactorizationInput,MF input kappa=1e+02,3,1,6,5,0.9999999999999997,1.0000000000000004,1.0
MatrixFactorizationInput,MF input kappa=1e+02,3,1,7,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,1,8,5,1.0000000000000009,0.9999999999999997,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,3,1,9,5,1.0000000000000009,0.9999999999999997,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,3,1,10,5,1.0000000000000002,0.5382519896107268,0.7691259948053635
MatrixFactorizationInput,MF input kappa=1e+02,3,2,1,5,0.4605018683001266,0.9999999999999993,0.7302509341500629
MatrixFactorizationInput,MF input kappa=1e+02,3,2,2,5,1.0000000000000004,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,2,3,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,2,4,5,0.9999999999999997,0.9999999999999997,0.9999999999999997
MatrixFactorizationInput,MF input kappa=1e+02,3,2,5,5,0.9999999999999997,0.9999999999999997,0.9999999999999997
MatrixFactorizationInput,MF input kappa=1e+02,3,2,6,5,0.9999999999999993,1.0000000000000002,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,3,2,7,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,3,2,8,5,0.9999999999999997,0.9999999999999997,0.9999999999999997
MatrixFactorizationInput,MF input kappa=1e+02,3,2,9,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,2,10,5,1.0000000000000002,0.5589982724988272,0.7794991362494137
MatrixFactorizationInput,MF input kappa=1e+02,3,3,1,5,0.4626721575765781,1.0000000000000002,0.7313360787882892
MatrixFactorizationInput,MF input kappa=1e+02,3,3,2,5,0.9999999999999993,1.0000000000000002,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,3,3,3,5,0.9999999999999997,1.0000000000000004,1.0
MatrixFactorizationInput,MF input kappa=1e+02,3,3,4,5,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,3,5,5,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,3,6,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,3,3,7,5,1.0000000000000009,0.9999999999999997,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,3,3,8,5,1.0000000000000002,0.9999999999999993,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,3,3,9,5,0.9999999999999997,1.0000000000000004,1.0
MatrixFactorizationInput,MF input kappa=1e+02,3,3,10,5,0.9999999999999989,0.4981575309382902,0.7490787654691445
MatrixFactorizationInput,MF input kappa=1e+02,3,4,1,5,0.46097870709838346,1.0000000000000002,0.7304893535491919
MatrixFactorizationInput,MF input kappa=1e+02,3,4,2,5,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,4,3,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,3,4,4,5,1.0000000000000004,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,4,5,5,1.0000000000000004,1.0000000000000009,1.0000000000000007
MatrixFactorizationInput,MF input kappa=1e+02,3,4,6,5,1.0000000000000004,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,4,7,5,0.9999999999999997,0.9999999999999993,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,3,4,8,5,1.0000000000000009,1.0000000000000004,1.0000000000000007
MatrixFactorizationInput,MF input kappa=1e+02,3,4,9,5,0.9999999999999997,0.9999999999999993,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,3,4,10,5,1.0000000000000002,0.4613121011460235,0.7306560505730119
MatrixFactorizationInput,MF input kappa=1e+02,3,5,1,5,0.42848007760884943,1.0000000000000009,0.7142400388044252
MatrixFactorizationInput,MF input kappa=1e+02,3,5,2,5,0.9999999999999997,0.9999999999999997,0.9999999999999997
MatrixFactorizationInput,MF input kappa=1e+02,3,5,3,5,0.9999999999999997,1.0000000000000002,1.0
MatrixFactorizationInput,MF input kappa=1e+02,3,5,4,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,5,5,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,3,5,6,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,3,5,7,5,0.9999999999999997,1.0000000000000004,1.0
MatrixFactorizationInput,MF input kappa=1e+02,3,5,8,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,3,5,9,5,1.0000000000000004,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,5,10,5,1.0000000000000004,0.48187379172794953,0.740936895863975
MatrixFactorizationInput,MF input kappa=1e+02,3,6,1,5,0.3957634067769541,0.9999999999999997,0.6978817033884769
MatrixFactorizationInput,MF input kappa=1e+02,3,6,2,5,0.9999999999999997,0.9999999999999997,0.9999999999999997
MatrixFactorizationInput,MF input kappa=1e+02,3,6,3,5,1.0000000000000004,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,6,4,5,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,6,5,5,0.9999999999999997,0.9999999999999997,0.9999999999999997
MatrixFactorizationInput,MF input kappa=1e+02,3,6,6,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,6,7,5,0.9999999999999993,1.0000000000000004,0.9999999999999999
MatrixFactorizationInput,MF input kappa=1e+02,3,6,8,5,1.0000000000000004,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,6,9,5,1.0000000000000004,0.9999999999999993,0.9999999999999999
MatrixFactorizationInput,MF input kappa=1e+02,3,6,10,5,1.0000000000000002,0.45330033303558254,0.7266501665177914
MatrixFactorizationInput,MF input kappa=1e+02,3,7,1,5,0.3845824362212128,0.9999999999999997,0.6922912181106062
MatrixFactorizationInput,MF input kappa=1e+02,3,7,2,5,1.0000000000000004,0.9999999999999993,0.9999999999999999
MatrixFactorizationInput,MF input kappa=1e+02,3,7,3,5,1.0000000000000002,0.9999999999999993,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,3,7,4,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,7,5,5,1.0000000000000009,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,7,6,5,1.0000000000000009,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,7,7,5,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,7,8,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,7,9,5,1.0000000000000009,0.9999999999999997,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,3,7,10,5,1.0000000000000009,0.46272764448788484,0.7313638222439429
MatrixFactorizationInput,MF input kappa=1e+02,3,8,1,5,0.4394870218793412,0.9999999999999997,0.7197435109396704
MatrixFactorizationInput,MF input kappa=1e+02,3,8,2,5,0.9999999999999997,1.0000000000000004,1.0
MatrixFactorizationInput,MF input kappa=1e+02,3,8,3,5,1.0000000000000002,1.0000000000000009,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,8,4,5,0.9999999999999997,1.0000000000000004,1.0
MatrixFactorizationInput,MF input kappa=1e+02,3,8,5,5,0.9999999999999993,1.0000000000000004,0.9999999999999999
MatrixFactorizationInput,MF input kappa=1e+02,3,8,6,5,0.9999999999999997,0.9999999999999997,0.9999999999999997
MatrixFactorizationInput,MF input kappa=1e+02,3,8,7,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,8,8,5,1.0000000000000004,1.0000000000000009,1.0000000000000007
MatrixFactorizationInput,MF input kappa=1e+02,3,8,9,5,0.9999999999999993,0.9999999999999997,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,3,8,10,5,1.0000000000000002,0.4594988197332931,0.7297494098666466
MatrixFactorizationInput,MF input kappa=1e+02,3,9,1,5,0.467753359332671,1.0000000000000002,0.7338766796663356
MatrixFactorizationInput,MF input kappa=1e+02,3,9,2,5,0.9999999999999997,1.0000000000000002,1.0
MatrixFactorizationInput,MF input kappa=1e+02,3,9,3,5,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,9,4,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,3,9,5,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,3,9,6,5,0.9999999999999997,0.9999999999999993,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,3,9,7,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,3,9,8,5,0.9999999999999997,1.0000000000000004,1.0
MatrixFactorizationInput,MF input kappa=1e+02,3,9,9,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,3,9,10,5,0.9999999999999997,0.4698298828913203,0.7349149414456599
MatrixFactorizationInput,MF input kappa=1e+02,4,0,1,5,0.3754425642751268,0.9999999999999993,0.6877212821375631
MatrixFactorizationInput,MF input kappa=1e+02,4,0,2,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,0,3,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,0,4,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,0,5,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,0,6,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,0,7,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,0,8,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,0,9,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,0,10,5,0.9999999999999993,0.45861742973511327,0.7293087148675563
MatrixFactorizationInput,MF input kappa=1e+02,4,1,1,5,0.3663549023543792,1.0000000000000002,0.6831774511771898
MatrixFactorizationInput,MF input kappa=1e+02,4,1,2,5,0.9999999999999993,0.9999999999999997,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,4,1,3,5,0.9999999999999997,1.0000000000000009,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,1,4,5,1.0000000000000009,0.9999999999999997,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,1,5,5,1.0000000000000004,0.9999999999999993,0.9999999999999999
MatrixFactorizationInput,MF input kappa=1e+02,4,1,6,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,1,7,5,0.9999999999999993,1.0000000000000002,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,4,1,8,5,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,4,1,9,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,4,1,10,5,1.0000000000000002,0.5195136517374063,0.7597568258687033
MatrixFactorizationInput,MF input kappa=1e+02,4,2,1,5,0.3535300917981382,1.0000000000000004,0.6767650458990693
MatrixFactorizationInput,MF input kappa=1e+02,4,2,2,5,1.0000000000000004,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,2,3,5,0.9999999999999993,1.0000000000000004,0.9999999999999999
MatrixFactorizationInput,MF input kappa=1e+02,4,2,4,5,1.0000000000000009,1.0000000000000009,1.0000000000000009
MatrixFactorizationInput,MF input kappa=1e+02,4,2,5,5,1.0000000000000004,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,4,2,6,5,0.9999999999999993,1.0000000000000002,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,4,2,7,5,0.9999999999999997,0.9999999999999997,0.9999999999999997
MatrixFactorizationInput,MF input kappa=1e+02,4,2,8,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,2,9,5,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,4,2,10,5,0.9999999999999997,0.50032677325813,0.7501633866290649
MatrixFactorizationInput,MF input kappa=1e+02,4,3,1,5,0.35770536045588996,0.9999999999999997,0.6788526802279449
MatrixFactorizationInput,MF input kappa=1e+02,4,3,2,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,3,3,5,0.9999999999999993,1.0000000000000002,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,4,3,4,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,3,5,5,0.9999999999999997,1.0000000000000004,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,3,6,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,4,3,7,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,3,8,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,3,9,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,4,3,10,5,1.0000000000000002,0.4244020313946847,0.7122010156973424
MatrixFactorizationInput,MF input kappa=1e+02,4,4,1,5,0.3616145723073386,1.0000000000000004,0.6808072861536696
MatrixFactorizationInput,MF input kappa=1e+02,4,4,2,5,0.9999999999999993,0.9999999999999997,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,4,4,3,5,0.9999999999999997,1.0000000000000002,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,4,4,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,4,5,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,4,6,5,0.9999999999999997,0.9999999999999993,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,4,4,7,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,4,4,8,5,0.9999999999999997,1.0000000000000002,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,4,9,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,4,10,5,1.0000000000000002,0.42766751298891387,0.713833756494457
MatrixFactorizationInput,MF input kappa=1e+02,4,5,1,5,0.38422339707393777,1.0000000000000002,0.692111698536969
MatrixFactorizationInput,MF input kappa=1e+02,4,5,2,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,5,3,5,0.9999999999999997,1.0000000000000009,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,5,4,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,5,5,5,0.9999999999999997,1.0000000000000002,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,5,6,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,4,5,7,5,0.9999999999999993,0.9999999999999997,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,4,5,8,5,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,4,5,9,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,5,10,5,1.0000000000000002,0.37962660532752734,0.6898133026637638
MatrixFactorizationInput,MF input kappa=1e+02,4,6,1,5,0.39694341539529576,1.0000000000000002,0.698471707697648
MatrixFactorizationInput,MF input kappa=1e+02,4,6,2,5,0.9999999999999993,0.9999999999999997,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,4,6,3,5,0.9999999999999997,1.0000000000000004,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,6,4,5,0.9999999999999993,0.9999999999999993,0.9999999999999993
MatrixFactorizationInput,MF input kappa=1e+02,4,6,5,5,0.9999999999999997,1.0000000000000002,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,6,6,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,6,7,5,1.0000000000000004,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,6,8,5,0.9999999999999993,0.9999999999999997,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,4,6,9,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,6,10,5,1.0000000000000002,0.3097851176927465,0.6548925588463734
MatrixFactorizationInput,MF input kappa=1e+02,4,7,1,5,0.42997796247730236,0.9999999999999997,0.714988981238651
MatrixFactorizationInput,MF input kappa=1e+02,4,7,2,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,7,3,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,7,4,5,0.9999999999999993,1.0000000000000002,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,4,7,5,5,1.0000000000000002,0.9999999999999993,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,4,7,6,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,7,7,5,0.9999999999999997,1.0000000000000002,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,7,8,5,0.9999999999999997,1.0000000000000002,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,7,9,5,0.9999999999999993,1.0000000000000002,0.9999999999999998
