seed,geometry,parameter,shape,gradient_nuclear_rank,update_nuclear_rank,warmup_steps
5,frobenius,layer4.0.downsample.0.weight,512x256x1x1,9.214825730659202,9.214956631039405,250
5,frobenius,layer4.1.conv1.weight,512x512x3x3,20.036384691814305,20.036839345507474,250
5,frobenius,layer4.1.conv2.weight,512x512x3x3,20.005837316000306,20.005885864359925,250
5,frobenius,fc.weight,100x512,10.44539492984694,10.445394285354128,250
5,spectral,conv1.weight,64x3x3x3,3.4612296989643094,26.999999999897266,250
5,spectral,layer1.0.conv1.weight,64x64x3x3,6.580245088034524,63.999999998055785,250
5,spectral,layer1.0.conv2.weight,64x64x3x3,8.871448551200308,63.9999999980268,250
5,spectral,layer1.1.conv1.weight,64x64x3x3,7.6854167336558605,63.99999999803069,250
5,spectral,layer1.1.conv2.weight,64x64x3x3,7.991515287010312,63.99999999771954,250
5,spectral,layer2.0.conv1.weight,128x64x3x3,8.951507648680536,127.99999994915967,250
5,spectral,layer2.0.conv2.weight,128x128x3x3,12.68391092311474,127.99999994812497,250
5,spectral,layer2.0.downsample.0.weight,128x64x1x1,6.0293431713968735,63.99999999847283,250
5,spectral,layer2.1.conv1.weight,128x128x3x3,14.262164346162864,127.99999995268753,250
5,spectral,layer2.1.conv2.weight,128x128x3x3,11.303599925671783,127.99999995439676,250
5,spectral,layer3.0.conv1.weight,256x128x3x3,15.370182165836232,255.99999989659258,250
5,spectral,layer3.0.conv2.weight,256x256x3x3,19.007116494109226,255.99999991212957,250
5,spectral,layer3.0.downsample.0.weight,256x128x1x1,8.50773359895596,127.99999994722177,250
5,spectral,layer3.1.conv1.weight,256x256x3x3,17.636196245012375,255.99999989370377,250
5,spectral,layer3.1.conv2.weight,256x256x3x3,14.48104968830666,255.99999989320116,250
5,spectral,layer4.0.conv1.weight,512x256x3x3,15.932041315553064,511.99999951219087,250
5,spectral,layer4.0.conv2.weight,512x512x3x3,21.12316842646655,511.99999950455697,250
5,spectral,layer4.0.downsample.0.weight,512x256x1x1,9.214825730659202,255.99999988621056,250
5,spectral,layer4.1.conv1.weight,512x512x3x3,20.036384691814305,511.9999994665918,250
5,spectral,layer4.1.conv2.weight,512x512x3x3,20.005837316000306,511.99999947975584,250
5,spectral,fc.weight,100x512,10.44539492984694,99.99999999443753,250
6,frobenius,conv1.weight,64x3x3x3,3.9134900470658933,3.9134875296165847,250
6,frobenius,layer1.0.conv1.weight,64x64x3x3,10.524914327703678,10.52488191871735,250
6,frobenius,layer1.0.conv2.weight,64x64x3x3,12.689998658047358,12.689989399236515,250
6,frobenius,layer1.1.conv1.weight,64x64x3x3,8.683757564765344,8.683787582794157,250
6,frobenius,layer1.1.conv2.weight,64x64x3x3,9.536919696592637,9.536859888333131,250
6,frobenius,layer2.0.conv1.weight,128x64x3x3,10.47150663894946,10.47152311375423,250
6,frobenius,layer2.0.conv2.weight,128x128x3x3,12.734793569789815,12.734935180946444,250
6,frobenius,layer2.0.downsample.0.weight,128x64x1x1,5.69944251020883,5.699448939533089,250
6,frobenius,layer2.1.conv1.weight,128x128x3x3,13.593141514424564,13.593103405020969,250
6,frobenius,layer2.1.conv2.weight,128x128x3x3,10.543726963328037,10.543702254213501,250
6,frobenius,layer3.0.conv1.weight,256x128x3x3,14.48003846131436,14.480020025869965,250
