algo,d,r,lr,noise,dist,spectrum,kappa,init_scale,seed,iters,final_loss,min_loss,K_epsilon,time_s,I_conv,F_eps
SGD,50,2,0.01,0.0,normal,hard-cutoff,1.0,0.01,2,2000,3.692277814940501e-05,3.692277814940501e-05,60,130.6433207988739,1,60150000
SGD,50,2,0.01,0.0,normal,hard-cutoff,1.0,0.01,3,2000,4.082588347066174e-05,4.082588347066174e-05,57,129.88911366462708,1,57142500
SGD,50,2,0.01,0.0,normal,hard-cutoff,1.0,0.01,4,2000,3.34372834823739e-05,3.34372834823739e-05,57,139.23201298713684,1,57142500
SGD,50,2,0.01,0.0,normal,hard-cutoff,1.0,0.01,5,2000,3.601367760714361e-05,3.601367760714361e-05,56,141.6440212726593,1,56140000
SGD,50,2,0.01,0.0,normal,hard-cutoff,1.0,0.01,6,2000,3.265065636283446e-05,3.265065636283446e-05,58,129.7246856689453,1,58145000
SGD,50,2,0.01,0.0,normal,hard-cutoff,1.0,0.01,7,2000,3.8404163790049225e-05,3.8404163790049225e-05,57,128.27976512908936,1,57142500
SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,0,2000,6.76949411311165e-05,6.76949411311165e-05,89,127.88640785217285,1,222722500
SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,1,2000,0.00011006335843819104,0.00011006335843819104,89,158.02852964401245,1,222722500
SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,2,2000,9.167367514295604e-05,9.167367514295604e-05,91,157.45769691467285,1,227727500
SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,3,2000,9.388423203737149e-05,9.388423203737149e-05,84,132.2788655757904,1,210210000
SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,4,2000,8.712569161181378e-05,8.712569161181378e-05,89,124.24473977088928,1,222722500
SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,5,2000,8.5122560334767e-05,8.5122560334767e-05,85,136.15325260162354,1,212712500
SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,6,2000,7.309472270349938e-05,7.309472270349938e-05,82,154.32811880111694,1,205205000
SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,7,2000,8.05927651934913e-05,8.05927651934913e-05,89,157.60353779792786,1,222722500
SGD,50,10,0.01,0.0,normal,hard-cutoff,1.0,0.01,0,2000,0.00016449487739922364,0.00016449487739922364,131,155.20748805999756,1,655327500
SGD,50,10,0.01,0.0,normal,hard-cutoff,1.0,0.01,1,2000,0.00019942898404332358,0.00019942898404332358,140,153.237140417099,1,700350000
SGD,50,10,0.01,0.0,normal,hard-cutoff,1.0,0.01,2,2000,0.00019716486118078437,0.00019716486118078437,124,151.8263611793518,1,620310000
SGD,50,10,0.01,0.0,normal,hard-cutoff,1.0,0.01,3,2000,0.00017148742340347825,0.00017148742340347825,134,151.0173213481903,1,670335000
SGD,50,10,0.01,0.0,normal,hard-cutoff,1.0,0.01,4,2000,0.0001709304252870676,0.0001709304252870676,140,150.02469730377197,1,700350000
SGD,50,10,0.01,0.0,normal,hard-cutoff,1.0,0.01,5,2000,0.00016303175499083074,0.00016303175499083074,132,150.59412932395935,1,660330000
SGD,50,10,0.01,0.0,normal,hard-cutoff,1.0,0.01,6,2000,0.00015672603332551264,0.00015672603332551264,133,143.76439213752747,1,665332500
SGD,50,10,0.01,0.0,normal,hard-cutoff,1.0,0.01,7,2000,0.00013863014815800826,0.00013863014815800826,132,124.43037629127502,1,660330000
SGD,50,25,0.01,0.0,normal,hard-cutoff,1.0,0.01,0,2000,0.0004231392729941278,0.0004231392729941278,250,124.41619777679443,1,3125625000
SGD,50,25,0.01,0.0,normal,hard-cutoff,1.0,0.01,1,2000,0.0004278308521188551,0.0004278308521188551,248,118.70711302757263,1,3100620000
SGD,50,25,0.01,0.0,normal,hard-cutoff,1.0,0.01,2,2000,0.0004494607126283455,0.0004494607126283455,227,119.06788754463196,1,2838067500
SGD,50,25,0.01,0.0,normal,hard-cutoff,1.0,0.01,3,2000,0.00037973550009262467,0.00037973550009262467,244,125.02067494392395,1,3050610000
SGD,50,25,0.01,0.0,normal,hard-cutoff,1.0,0.01,4,2000,0.00035329038519949657,0.00035329038519949657,271,130.81808233261108,1,3388177500
SGD,50,25,0.01,0.0,normal,hard-cutoff,1.0,0.01,5,2000,0.00045410060869521595,0.00045410060869521595,256,127.71578407287598,1,3200640000
SGD,50,25,0.01,0.0,normal,hard-cutoff,1.0,0.01,6,2000,0.0003772246165674948,0.0003772246165674948,243,129.3628146648407,1,3038107500
SGD,50,25,0.01,0.0,normal,hard-cutoff,1.0,0.01,7,2000,0.00040350740373669723,0.00040350740373669723,235,127.51912474632263,1,2938087500
SGD,50,50,0.01,0.0,normal,hard-cutoff,1.0,0.01,0,2000,3.389278636881934e-20,3.389278636881934e-20,116,261.4383668899536,1,2900290000
SGD,50,50,0.01,0.0,normal,hard-cutoff,1.0,0.01,1,2000,3.914334014286524e-20,3.914334014286524e-20,122,265.70287895202637,1,3050305000
SGD,50,50,0.01,0.0,normal,hard-cutoff,1.0,0.01,2,2000,1.7088571115964606e-20,1.7088571115964606e-20,115,261.3899610042572,1,2875287500
SGD,50,50,0.01,0.0,normal,hard-cutoff,1.0,0.01,3,2000,3.6989729485011605e-20,3.6989729485011605e-20,118,254.1567623615265,1,2950295000
SGD,50,50,0.01,0.0,normal,hard-cutoff,1.0,0.01,4,2000,9.510607880825032e-20,9.510607880825032e-20,116,249.85898804664612,1,2900290000
SGD,50,50,0.01,0.0,normal,hard-cutoff,1.0,0.01,5,2000,2.272080027098965e-20,2.272080027098965e-20,123,251.38826966285706,1,3075307500
SGD,50,50,0.01,0.0,normal,hard-cutoff,1.0,0.01,6,2000,1.4487701522953424e-19,1.4487701522953424e-19,124,249.27417731285095,1,3100310000
SGD,50,50,0.01,0.0,normal,hard-cutoff,1.0,0.01,7,2000,4.502702468471664e-20,4.502702468471664e-20,117,245.73343968391418,1,2925292500
